07:01:33 INFO - logger_setup: /workspace/jgryu/Weight_compression/nic_weight_comp_transformer/utils/util.py
07:01:33 INFO - ddp_or_single_process: Create new exp folder!
07:01:33 INFO - ddp_or_single_process: seed : 100.0
07:01:33 INFO - ddp_or_single_process: exp name : exp_NIC_Fair_model_TCM_lmbda_3000.0_seed_100.0_batch_size_64_radius_denominator_8_total_iter_1000000
07:01:33 INFO - ddp_or_single_process: opts: Namespace(dist_port=5786, iter=1000000, model_name='TCM', learning_rate=0.0001, num_workers=2, batch_size=64, aux_learning_rate=0.001, seed=100.0, clip_max_norm=1.0, slurm=False, radius_denominator=8, dataset_dir='./dataset_wp_one_row/models--meta-llama--Meta-Llama-3-8B/mlp_4096_dataset.pt', data_dim=512, length=8, lmbda=3000.0, checkpoint='None', save_path='./checkpoint/models--meta-llama--Meta-Llama-3-8B/mlp_4096_dataset.pt/lmbda3000.0_batch_size64_total_iter1000000_seed100.0', **{'dev.num_gpus': 4, 'ddp.world_size': 4})
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Currently logged in as: ryu326 (maskedkd). Use `wandb login --relogin` to force relogin
wandb: Currently logged in as: ryu326 (maskedkd). Use `wandb login --relogin` to force relogin
wandb: Currently logged in as: ryu326 (maskedkd). Use `wandb login --relogin` to force relogin
wandb: Currently logged in as: ryu326 (maskedkd). Use `wandb login --relogin` to force relogin
wandb: Tracking run with wandb version 0.18.6
wandb: Run data is saved locally in /workspace/jgryu/Weight_compression/nic_weight_comp_transformer/wandb/run-20241129_070140-79mu4u4l
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run tr_nwc
wandb: ⭐️ View project at https://wandb.ai/maskedkd/Neural%20Weight%20Compression_v2
wandb: 🚀 View run at https://wandb.ai/maskedkd/Neural%20Weight%20Compression_v2/runs/79mu4u4l
wandb: Tracking run with wandb version 0.18.6
wandb: Run data is saved locally in /workspace/jgryu/Weight_compression/nic_weight_comp_transformer/wandb/run-20241129_070140-l386zf4d
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run tr_nwc
wandb: ⭐️ View project at https://wandb.ai/maskedkd/Neural%20Weight%20Compression_v2
wandb: 🚀 View run at https://wandb.ai/maskedkd/Neural%20Weight%20Compression_v2/runs/l386zf4d
wandb: Tracking run with wandb version 0.18.6
wandb: Run data is saved locally in /workspace/jgryu/Weight_compression/nic_weight_comp_transformer/wandb/run-20241129_070140-g25kaeb2
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run tr_nwc
wandb: ⭐️ View project at https://wandb.ai/maskedkd/Neural%20Weight%20Compression_v2
wandb: 🚀 View run at https://wandb.ai/maskedkd/Neural%20Weight%20Compression_v2/runs/g25kaeb2
wandb: Tracking run with wandb version 0.18.6
wandb: Run data is saved locally in /workspace/jgryu/Weight_compression/nic_weight_comp_transformer/wandb/run-20241129_070140-vrdpc42m
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run tr_nwc
wandb: ⭐️ View project at https://wandb.ai/maskedkd/Neural%20Weight%20Compression_v2
wandb: 🚀 View run at https://wandb.ai/maskedkd/Neural%20Weight%20Compression_v2/runs/vrdpc42m
07:01:40 INFO - logger_setup: /workspace/jgryu/Weight_compression/nic_weight_comp_transformer/utils/util.py
07:01:40 INFO - main: Create experiment save folder
07:01:40 INFO - logger_setup: /workspace/jgryu/Weight_compression/nic_weight_comp_transformer/utils/util.py
07:01:40 INFO - logger_setup: /workspace/jgryu/Weight_compression/nic_weight_comp_transformer/utils/util.py
07:01:40 INFO - logger_setup: /workspace/jgryu/Weight_compression/nic_weight_comp_transformer/utils/util.py
07:02:06 INFO - main: Training mode : scratch!
07:02:06 INFO - main: lmbda : 3000.0
07:02:06 INFO - main: batch_size : 64
07:02:06 INFO - main: num of gpus: 4
distributed init (rank 1): tcp://d941ff0a1a1f:5786
{'module.entropy_bottleneck.quantiles'}
distributed init (rank 0): tcp://d941ff0a1a1f:5786
{'module.entropy_bottleneck.quantiles'}
distributed init (rank 3): tcp://d941ff0a1a1f:5786
{'module.entropy_bottleneck.quantiles'}
distributed init (rank 2): tcp://d941ff0a1a1f:5786
{'module.entropy_bottleneck.quantiles'}
/workspace/jgryu/Weight_compression/nic_weight_comp_transformer/train.py:278: UserWarning: Anomaly Detection has been enabled. This mode will increase the runtime and should only be enabled for debugging.
  with torch.autograd.detect_anomaly():
/workspace/jgryu/Weight_compression/nic_weight_comp_transformer/train.py:278: UserWarning: Anomaly Detection has been enabled. This mode will increase the runtime and should only be enabled for debugging.
  with torch.autograd.detect_anomaly():
/workspace/jgryu/Weight_compression/nic_weight_comp_transformer/train.py:278: UserWarning: Anomaly Detection has been enabled. This mode will increase the runtime and should only be enabled for debugging.
  with torch.autograd.detect_anomaly():
/workspace/jgryu/Weight_compression/nic_weight_comp_transformer/train.py:278: UserWarning: Anomaly Detection has been enabled. This mode will increase the runtime and should only be enabled for debugging.
  with torch.autograd.detect_anomaly():
07:02:20 INFO - main: Train iter. 4/1000000 (0.0004%): 	Loss: 4978.39111328125 |	MSE loss: 1.3676080703735352 |	Bpp loss: 875.5667724609375 |	Aux loss: 10558.310546875
07:02:23 INFO - test: Test total_iter: 4, File name: 0, MSE: 1.5202226638793945, BPP: 14.9921875
07:02:24 INFO - test: Test total_iter: 4, File name: 1, MSE: 3.1937246322631836, BPP: 13.859375
07:02:24 INFO - test: Test total_iter: 4, File name: 2, MSE: 1.273102879524231, BPP: 13.9609375
07:02:25 INFO - test: Test total_iter: 4, File name: 3, MSE: 1.345027208328247, BPP: 14.0859375
07:02:25 INFO - test: Test total_iter: 4, File name: 4, MSE: 1.5668193101882935, BPP: 13.859375
07:02:25 INFO - test: Test total_iter: 4, File name: 5, MSE: 0.8542295098304749, BPP: 13.8671875
07:02:26 INFO - test: Test total_iter: 4, File name: 6, MSE: 0.9509569406509399, BPP: 13.8984375
07:02:26 INFO - test: Test total_iter: 4, File name: 7, MSE: 1.129653811454773, BPP: 13.3671875
07:02:26 INFO - test: Test total_iter: 4, File name: 8, MSE: 1.1832621097564697, BPP: 13.8515625
07:02:27 INFO - test: Test total_iter: 4, File name: 9, MSE: 1.0859887599945068, BPP: 14.03125
07:02:27 INFO - test: Test total_iter: 4, File name: 10, MSE: 1.547597885131836, BPP: 13.9140625
07:02:28 INFO - test: Test total_iter: 4, File name: 11, MSE: 1.4446046352386475, BPP: 14.03125
07:02:28 INFO - test: Test total_iter: 4, File name: 12, MSE: 1.1607675552368164, BPP: 13.546875
07:02:29 INFO - test: Test total_iter: 4, File name: 13, MSE: 1.4286701679229736, BPP: 14.3515625
07:02:29 INFO - test: Test total_iter: 4, File name: 14, MSE: 1.7325859069824219, BPP: 13.78125
07:02:30 INFO - test: Test total_iter: 4, File name: 15, MSE: 1.0716183185577393, BPP: 14.046875
07:02:30 INFO - test: Test total_iter: 4, File name: 16, MSE: 1.3848073482513428, BPP: 13.90625
07:02:31 INFO - test: Test total_iter: 4, File name: 17, MSE: 1.092694878578186, BPP: 14.1328125
07:02:32 INFO - test: Test total_iter: 4, File name: 18, MSE: 1.361978530883789, BPP: 13.6953125
07:02:32 INFO - test: Test total_iter: 4, File name: 19, MSE: 1.244793176651001, BPP: 13.8046875
07:02:33 INFO - test: Test total_iter: 4, File name: 20, MSE: 1.09306001663208, BPP: 13.921875
07:02:33 INFO - test: Test total_iter: 4, File name: 21, MSE: 1.2806873321533203, BPP: 13.8125
07:02:34 INFO - test: Test total_iter: 4, File name: 22, MSE: 0.57342529296875, BPP: 14.4296875
07:02:34 INFO - test: Test total_iter: 4, File name: 23, MSE: 1.0680291652679443, BPP: 13.4296875
07:02:34 INFO - test: Test total_iter: 4, File name: 24, MSE: 0.8180168867111206, BPP: 14.015625
07:02:35 INFO - test: Test total_iter: 4, File name: 25, MSE: 1.208499550819397, BPP: 14.375
07:02:35 INFO - test: Test total_iter: 4, File name: 26, MSE: 1.1485499143600464, BPP: 13.6953125
07:02:35 INFO - test: Test total_iter: 4, File name: 27, MSE: 0.9545925259590149, BPP: 14.1015625
07:02:35 INFO - test: Test total_iter: 4, File name: 28, MSE: 1.2003904581069946, BPP: 14.1796875
07:02:35 INFO - test: Test total_iter: 4, File name: 29, MSE: 1.436507225036621, BPP: 14.5859375
07:02:36 INFO - test: Test total_iter: 4, File name: 30, MSE: 1.786161184310913, BPP: 14.1640625
07:02:36 INFO - test: Test total_iter: 4, File name: 31, MSE: 1.1253023147583008, BPP: 14.1171875
07:02:36 INFO - test: Test total_iter: 4, File name: 32, MSE: 1.4336376190185547, BPP: 14.2578125
07:02:36 INFO - test: Test total_iter: 4, File name: 33, MSE: 1.2476317882537842, BPP: 13.4609375
07:02:36 INFO - test: Test total_iter: 4, File name: 34, MSE: 1.134995460510254, BPP: 14.046875
07:02:36 INFO - test: Test total_iter: 4, File name: 35, MSE: 0.9087703227996826, BPP: 14.09375
07:02:37 INFO - test: Test total_iter: 4, File name: 36, MSE: 1.3416016101837158, BPP: 13.375
07:02:37 INFO - test: Test total_iter: 4, File name: 37, MSE: 0.8983186483383179, BPP: 13.5234375
07:02:37 INFO - test: Test total_iter: 4, File name: 38, MSE: 1.1755354404449463, BPP: 13.9140625
07:02:37 INFO - test: Test total_iter: 4, File name: 39, MSE: 1.066075325012207, BPP: 13.8984375
07:02:37 INFO - test: Test total_iter: 4, File name: 40, MSE: 1.7636051177978516, BPP: 13.8359375
07:02:38 INFO - test: Test total_iter: 4, File name: 41, MSE: 1.0743110179901123, BPP: 13.71875
07:02:38 INFO - test: Test total_iter: 4, File name: 42, MSE: 1.1650781631469727, BPP: 14.3828125
07:02:38 INFO - test: Test total_iter: 4, File name: 43, MSE: 1.066596508026123, BPP: 13.859375
07:02:39 INFO - test: Test total_iter: 4, File name: 44, MSE: 1.1667286157608032, BPP: 14.125
07:02:39 INFO - test: Test total_iter: 4, File name: 45, MSE: 1.0298492908477783, BPP: 14.4453125
07:02:40 INFO - test: Test total_iter: 4, File name: 46, MSE: 1.5799903869628906, BPP: 13.890625
07:02:40 INFO - test: Test total_iter: 4, File name: 47, MSE: 1.1051697731018066, BPP: 14.765625
07:02:41 INFO - test: Test total_iter: 4, File name: 48, MSE: 1.068981409072876, BPP: 14.265625
07:02:41 INFO - test: Test total_iter: 4, File name: 49, MSE: 1.0752419233322144, BPP: 14.015625
07:02:42 INFO - test: Test total_iter: 4, File name: 50, MSE: 1.261155366897583, BPP: 13.8125
07:02:42 INFO - test: Test total_iter: 4, File name: 51, MSE: 1.1102991104125977, BPP: 14.3359375
07:02:42 INFO - test: Test total_iter: 4, File name: 52, MSE: 1.1304881572723389, BPP: 13.8203125
07:02:42 INFO - test: Test total_iter: 4, File name: 53, MSE: 0.9589364528656006, BPP: 14.21875
