subject,quip_bpp,nwc_bpp,abs_bpp_gap,quip_score,nwc_score,diff_nwc_minus_quip
mmlu_abstract_algebra,2.0,2.3015328621482833,0.30153286214828334,0.28,0.23,-0.05000000000000002
mmlu_anatomy,2.0,2.3015328621482833,0.30153286214828334,0.4148148148148148,0.5259259259259259,0.1111111111111111
mmlu_astronomy,2.0,2.3015328621482833,0.30153286214828334,0.5,0.5921052631578947,0.09210526315789469
mmlu_business_ethics,2.0,2.3015328621482833,0.30153286214828334,0.43,0.52,0.09000000000000002
mmlu_clinical_knowledge,2.0,2.3015328621482833,0.30153286214828334,0.5509433962264151,0.6075471698113207,0.05660377358490565
mmlu_college_biology,2.0,2.3015328621482833,0.30153286214828334,0.5069444444444444,0.5902777777777778,0.08333333333333337
mmlu_college_chemistry,2.0,2.3015328621482833,0.30153286214828334,0.4,0.43,0.02999999999999997
mmlu_college_computer_science,2.0,2.3015328621482833,0.30153286214828334,0.39,0.44,0.04999999999999999
mmlu_college_mathematics,2.0,2.3015328621482833,0.30153286214828334,0.31,0.28,-0.02999999999999997
mmlu_college_medicine,2.0,2.3015328621482833,0.30153286214828334,0.48554913294797686,0.5549132947976878,0.06936416184971095
mmlu_college_physics,2.0,2.3015328621482833,0.30153286214828334,0.4117647058823529,0.3137254901960784,-0.0980392156862745
mmlu_computer_security,2.0,2.3015328621482833,0.30153286214828334,0.59,0.63,0.040000000000000036
mmlu_conceptual_physics,2.0,2.3015328621482833,0.30153286214828334,0.3446808510638298,0.4595744680851064,0.1148936170212766
mmlu_econometrics,2.0,2.3015328621482833,0.30153286214828334,0.2982456140350877,0.3157894736842105,0.017543859649122806
mmlu_electrical_engineering,2.0,2.3015328621482833,0.30153286214828334,0.4206896551724138,0.5448275862068965,0.12413793103448273
mmlu_elementary_mathematics,2.0,2.3015328621482833,0.30153286214828334,0.2804232804232804,0.3201058201058201,0.03968253968253971
mmlu_formal_logic,2.0,2.3015328621482833,0.30153286214828334,0.40476190476190477,0.35714285714285715,-0.047619047619047616
mmlu_global_facts,2.0,2.3015328621482833,0.30153286214828334,0.21,0.26,0.05000000000000002
mmlu_high_school_biology,2.0,2.3015328621482833,0.30153286214828334,0.5548387096774193,0.6225806451612903,0.06774193548387097
mmlu_high_school_chemistry,2.0,2.3015328621482833,0.30153286214828334,0.3448275862068966,0.43842364532019706,0.09359605911330049
mmlu_high_school_computer_science,2.0,2.3015328621482833,0.30153286214828334,0.36,0.46,0.10000000000000003
mmlu_high_school_european_history,2.0,2.3015328621482833,0.30153286214828334,0.5757575757575758,0.6424242424242425,0.06666666666666665
mmlu_high_school_geography,2.0,2.3015328621482833,0.30153286214828334,0.5909090909090909,0.6212121212121212,0.030303030303030276
mmlu_high_school_government_and_politics,2.0,2.3015328621482833,0.30153286214828334,0.5544041450777202,0.7046632124352331,0.15025906735751293
mmlu_high_school_macroeconomics,2.0,2.3015328621482833,0.30153286214828334,0.3974358974358974,0.4948717948717949,0.09743589743589748
mmlu_high_school_mathematics,2.0,2.3015328621482833,0.30153286214828334,0.25925925925925924,0.28888888888888886,0.029629629629629617
mmlu_high_school_microeconomics,2.0,2.3015328621482833,0.30153286214828334,0.47478991596638653,0.5882352941176471,0.11344537815126055
mmlu_high_school_physics,2.0,2.3015328621482833,0.30153286214828334,0.33112582781456956,0.36423841059602646,0.0331125827814569
mmlu_high_school_psychology,2.0,2.3015328621482833,0.30153286214828334,0.6477064220183486,0.6954128440366972,0.047706422018348627
mmlu_high_school_statistics,2.0,2.3015328621482833,0.30153286214828334,0.4583333333333333,0.49074074074074076,0.03240740740740744
mmlu_high_school_us_history,2.0,2.3015328621482833,0.30153286214828334,0.5392156862745098,0.6372549019607843,0.0980392156862745
mmlu_high_school_world_history,2.0,2.3015328621482833,0.30153286214828334,0.5654008438818565,0.70042194092827,0.13502109704641352
mmlu_human_aging,2.0,2.3015328621482833,0.30153286214828334,0.3632286995515695,0.49327354260089684,0.13004484304932734
mmlu_human_sexuality,2.0,2.3015328621482833,0.30153286214828334,0.5038167938931297,0.5877862595419847,0.08396946564885499
mmlu_international_law,2.0,2.3015328621482833,0.30153286214828334,0.5454545454545454,0.628099173553719,0.08264462809917361
mmlu_jurisprudence,2.0,2.3015328621482833,0.30153286214828334,0.42592592592592593,0.5,0.07407407407407407
mmlu_logical_fallacies,2.0,2.3015328621482833,0.30153286214828334,0.38650306748466257,0.5521472392638037,0.16564417177914115
mmlu_machine_learning,2.0,2.3015328621482833,0.30153286214828334,0.32142857142857145,0.2857142857142857,-0.035714285714285754
mmlu_management,2.0,2.3015328621482833,0.30153286214828334,0.6699029126213593,0.7378640776699029,0.06796116504854366
mmlu_marketing,2.0,2.3015328621482833,0.30153286214828334,0.6239316239316239,0.6794871794871795,0.05555555555555558
mmlu_medical_genetics,2.0,2.3015328621482833,0.30153286214828334,0.48,0.57,0.08999999999999997
mmlu_miscellaneous,2.0,2.3015328621482833,0.30153286214828334,0.524904214559387,0.6347381864623244,0.10983397190293742
mmlu_moral_disputes,2.0,2.3015328621482833,0.30153286214828334,0.3699421965317919,0.476878612716763,0.10693641618497113
mmlu_moral_scenarios,2.0,2.3015328621482833,0.30153286214828334,0.2871508379888268,0.2446927374301676,-0.0424581005586592
mmlu_nutrition,2.0,2.3015328621482833,0.30153286214828334,0.4934640522875817,0.5686274509803921,0.07516339869281041
mmlu_philosophy,2.0,2.3015328621482833,0.30153286214828334,0.45016077170418006,0.594855305466238,0.14469453376205793
mmlu_prehistory,2.0,2.3015328621482833,0.30153286214828334,0.4783950617283951,0.5648148148148148,0.08641975308641969
mmlu_professional_accounting,2.0,2.3015328621482833,0.30153286214828334,0.32978723404255317,0.35815602836879434,0.028368794326241176
mmlu_professional_law,2.0,2.3015328621482833,0.30153286214828334,0.3376792698826597,0.3455019556714472,0.007822685788787476
mmlu_professional_medicine,2.0,2.3015328621482833,0.30153286214828334,0.49264705882352944,0.5808823529411765,0.08823529411764708
mmlu_professional_psychology,2.0,2.3015328621482833,0.30153286214828334,0.3790849673202614,0.4624183006535948,0.08333333333333337
mmlu_public_relations,2.0,2.3015328621482833,0.30153286214828334,0.45454545454545453,0.5545454545454546,0.10000000000000003
mmlu_security_studies,2.0,2.3015328621482833,0.30153286214828334,0.5510204081632653,0.5877551020408164,0.03673469387755113
mmlu_sociology,2.0,2.3015328621482833,0.30153286214828334,0.582089552238806,0.6915422885572139,0.1094527363184079
mmlu_us_foreign_policy,2.0,2.3015328621482833,0.30153286214828334,0.59,0.75,0.16000000000000003
mmlu_virology,2.0,2.3015328621482833,0.30153286214828334,0.46987951807228917,0.46987951807228917,0.0
mmlu_world_religions,2.0,2.3015328621482833,0.30153286214828334,0.5555555555555556,0.6374269005847953,0.08187134502923976
mmlu_abstract_algebra,3.0,2.9666457464202094,0.033354253579790605,0.25,0.28,0.030000000000000027
mmlu_anatomy,3.0,2.9666457464202094,0.033354253579790605,0.6296296296296297,0.6148148148148148,-0.014814814814814836
mmlu_astronomy,3.0,2.9666457464202094,0.033354253579790605,0.631578947368421,0.6513157894736842,0.019736842105263164
mmlu_business_ethics,3.0,2.9666457464202094,0.033354253579790605,0.66,0.55,-0.10999999999999999
mmlu_clinical_knowledge,3.0,2.9666457464202094,0.033354253579790605,0.6641509433962264,0.6981132075471698,0.03396226415094339
mmlu_college_biology,3.0,2.9666457464202094,0.033354253579790605,0.6875,0.7013888888888888,0.01388888888888884
mmlu_college_chemistry,3.0,2.9666457464202094,0.033354253579790605,0.36,0.4,0.040000000000000036
mmlu_college_computer_science,3.0,2.9666457464202094,0.033354253579790605,0.39,0.44,0.04999999999999999
mmlu_college_mathematics,3.0,2.9666457464202094,0.033354253579790605,0.33,0.31,-0.020000000000000018
mmlu_college_medicine,3.0,2.9666457464202094,0.033354253579790605,0.5606936416184971,0.5953757225433526,0.034682080924855474
mmlu_college_physics,3.0,2.9666457464202094,0.033354253579790605,0.38235294117647056,0.38235294117647056,0.0
mmlu_computer_security,3.0,2.9666457464202094,0.033354253579790605,0.73,0.71,-0.020000000000000018
